Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,Latitude,Longitude
400120,HIMA SAN PABLO-CAGUAS,100 AVE LUIS MUNOZ MARIN,CAGUAS,PR,725,CAGUAS,(787) 653-3434,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,4,0,3,1,,8,1,0,1,0,,11,4,0,1,3,,8,Not Available,5,12,2,,18.23598,-66.030975
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,8 AVE LAS CUMBRES,GUAYNABO,PR,969,GUAYNABO,(787) 708-6560,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,18.368211,-66.109321
400123,HOSPITAL PEREA,15 DR BASORA STREET,MAYAGUEZ,PR,681,MAYAGUEZ,(787) 834-0101,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,Not Available,5,18.202752,-67.140033
400124,CENTRO CARDIOVASCULAR,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",RIO PIEDRAS,PR,936,SAN JUAN,(787) 754-8500,Acute Care Hospitals,Government - State,No,,Not Available,16,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,3,1,,8,Not Available,5,12,Not Available,5,18.401104,-66.075536
400125,HIMA-SAN PABLO FAJARDO,GENERAL VALERO AVE#404,FAJARDO,PR,738,FAJARDO,(787) 655-0505,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,2,,18.332206,-65.652611
400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,PR,683,SAN GERMAN,(787) 892-5300,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,Not Available,5,19.609968,-98.996164
400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,BO MONACILLO CARR NUM 22,SAN JUAN,PR,935,SAN JUAN,(787) 777-3535,Acute Care Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,Not Available,5,40.738377,0.605089
400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,PR,919,SAN JUAN,(787) 754-0909,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,1,,18.421638,-66.057357
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,UTUADO,(787) 933-1100,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,Not Available,5,28.511375,-16.189995
400131,CARIBBEAN MEDICAL CENTER,151 AVE OSVALDO MOLINA,FAJARDO,PR,738,FAJARDO,(787) 801-0081,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,18.331986,-65.650147
400132,DOCTOR CENTER HOSPITAL SAN FERNANDO DE LA CAROLINA,EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL,CAROLINA,PR,979,SAN JUAN,(787) 725-6038,Acute Care Hospitals,Government - State,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,1,,18.425852,-66.491152
400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,PR,928,SAN JUAN,(787) 761-8383,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,18.369788,-66.055984
400134,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,PR,912,SAN JUAN,(787) 727-1000,Acute Care Hospitals,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,18.46633,-66.10572
400135,HOSPITAL DEL CENTRO COMPRENSIVO DE CANCER,PR 21 INT PR 18 BO MONACILLOS URBANO,SAN JUAN,PR,927,SAN JUAN,(787) 936-1477,Acute Care Hospitals,Government - State,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,Not Available,5,18.46633,-66.10572
400136,HOSPITAL SAN ANTONIO INC,18 CALLE DR RAMON BETANCES,MAYAGUEZ,PR,680,MAYAGUEZ,(787) 834-0050,Acute Care Hospitals,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,16.732346,-92.634483
403301,UNIVERSITY PEDIATRIC HOSPITAL,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,PR,935,SAN JUAN,(787) 777-3232,Childrens,Government - State,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,38.086357,-78.472536
404004,FIRST HOSPITAL PANAMERICANO,STATE ROAD 787 KM 1  5,CIDRA,PR,739,CIDRA,(787) 739-5555,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.653949,-71.07299
404005,SAN JUAN CAPESTRANO  HOSPITAL INC,CARR 877 KM 1 6 CAMINO LAS LOMAS RR2,RIO PIEDRAS,PR,928,SAN JUAN,(787) 765-2900,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,18.39745,-66.04989
404007,HOSPITAL PSIQUIATRICO METROPOLITANO CABO ROJO,108 MUNOZ RIVERA STREET,BO BALLAJA,PR,623,CABO ROJO,(787) 851-2025,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,18.081499,-67.145793
404009,CENTRO DE SALUD CONDUCTUAL MENONITA-CIMA,CARR ESTATAL 14 INTERIOR SARGENTO GERARDO SANTIAGO,AIBONITO,PR,705,AIBONITO,(787) 714-2462,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,20.609384,-100.323922
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,(401) 456-2025,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,4,0,4,0,,8,7,0,7,0,,11,9,0,7,2,,8,8,,12,6,,41.834077364613584,-71.43432754741444
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,2904,PROVIDENCE,(401) 456-3000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,5,0,4,1,,8,5,0,5,0,,11,7,0,6,1,,8,8,,12,5,,41.8553944,-71.46049489129703
410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,RI,2840,NEWPORT,(401) 846-6400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,4,0,4,0,,8,5,0,5,0,,11,7,0,6,1,,8,8,,12,8,,41.49784545499974,-71.30618683987429
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,PROVIDENCE,(401) 444-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,5,2,,8,8,1,6,1,,11,11,1,9,1,,8,8,,12,8,,41.811829326530614,-71.4071661632653
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,2879,WASHINGTON,(401) 782-8020,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,1,4,0,,8,5,2,3,0,,11,10,1,9,0,,8,8,,12,7,,41.43215275451947,-71.49628559092417
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,KENT,(401) 737-7010,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,6,0,6,0,,8,7,0,7,0,,11,10,1,9,0,,8,8,,12,8,,41.704648664397126,-71.4780821719203
410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,RI,2905,PROVIDENCE,(401) 274-1100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,Not Available,Not Available,Not Available,Not Available,5,8,5,1,4,0,,11,5,0,5,0,,8,8,,12,6,,41.810331,-71.411068
410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,RI,2895,PROVIDENCE,(401) 769-4100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,5,0,5,0,,8,5,1,4,0,,11,9,1,8,0,,8,8,,12,5,,42.00522542857143,-71.49621628571428
410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,(401) 793-2500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,1,5,0,,8,7,0,7,0,,11,10,0,9,1,,8,8,,12,7,,41.851884,-71.397533
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,WASHINGTON,(401) 596-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,4,0,4,0,,11,10,0,10,0,,8,8,,12,6,,41.362819,-71.824719
414000,BUTLER HOSPITAL,345 BLACKSTONE BLVD,PROVIDENCE,RI,2906,PROVIDENCE,(401) 455-6270,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.84510556653229,-71.38650680312176
414003,EMMA PENDLETON BRADLEY HOSPITAL,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,RI,2915,PROVIDENCE,(401) 432-1000,Psychiatric,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,41.791414622448976,-71.36535754081632
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,YORK,(803) 329-1234,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,7,4,3,0,,11,9,0,8,1,,8,8,,12,7,,34.955325719297356,-81.05170313932528
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,(843) 792-2300,Acute Care Hospitals,Government - State,Yes,Y,2,,7,7,0,6,1,,8,8,1,4,3,,11,11,0,9,2,,8,8,,12,6,,32.782956907899965,-79.94539804531368
420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON STREET PO BOX 1327,DILLON,SC,29536,DILLON,(843) 774-4111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,4,0,4,0,,8,2,0,2,0,,11,5,0,4,1,,8,8,,12,7,,34.421371,-79.364923
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,7,0,4,3,,8,8,2,5,1,,11,11,1,9,1,,8,8,,12,8,,34.966966400000004,-81.93873094400129
420009,PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,298 MEMORIAL DR,SENECA,SC,29672,OCONEE,(864) 482-3100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,6,1,5,0,,11,8,0,6,2,,8,8,,12,9,,34.69531015,-82.98710423503321
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,DARLINGTON,(864) 339-2100,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,5,0,5,0,,11,7,0,6,1,,8,8,,12,8,,34.34957,-80.104974
420011,CANNON MEMORIAL HOSPITAL,123 W G ACKER DRIVE,PICKENS,SC,29671,PICKENS,(864) 878-4791,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,4,0,4,0,,8,Not Available,5,12,6,,34.8742405,-82.70720733581456
420015,PRISMA HEALTH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29640,PICKENS,(864) 442-7606,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,4,0,4,0,,8,4,1,2,1,,11,6,0,6,0,,8,8,,12,7,,34.84068365,-82.60672936968629
420018,PRISMA HEALTH RICHLAND HOSPITAL,5 MEDICAL PARK,COLUMBIA,SC,29203,RICHLAND,(803) 296-2548,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,0,7,0,,8,8,2,4,2,,11,9,1,5,3,,8,8,,12,7,,34.027949,-81.0325565913862
420019,MUSC HEALTH CHESTER MEDICAL CENTER,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,CHESTER,(803) 581-3151,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,5,1,,8,Not Available,5,12,3,,34.68435555,-81.18318910082725
420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,(843) 527-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,5,0,5,0,,8,4,0,4,0,,11,10,0,9,1,,8,8,,12,7,,33.377836,-79.293189
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,(800) 805-5678,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,8,2,6,0,,11,11,2,8,1,,8,8,,12,10,,34.846404,-82.382065
420026,PROVIDENCE HEALTH,2435 FOREST DRIVE,COLUMBIA,SC,29204,RICHLAND,(803) 256-5300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,7,0,,8,7,1,6,0,,11,9,0,8,1,,8,8,,12,5,,34.01457815,-81.0132454430109
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,(864) 512-2830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,9,2,,8,8,,12,11,,34.51176615,-82.64641246303822
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,(843) 782-2000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,4,0,3,1,,8,5,0,5,0,,11,7,0,7,0,,8,8,,12,7,,32.92311145,-80.6695649707003
420033,PRISMA HEALTH GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,GREENVILLE,(864) 848-8200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,4,0,4,0,,8,4,1,3,0,,11,6,0,6,0,,8,8,,12,8,,34.91951645,-82.24435987004387
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,800 W MEETING ST,LANCASTER,SC,29720,LANCASTER,(803) 286-1481,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,5,1,4,0,,11,7,0,7,0,,8,8,,12,4,,34.717821799999996,-80.7883588283947
420037,PRISMA HEALTH HILLCREST HOSPITAL,741 SOUTH EAST MAIN STREET,SIMPSONVILLE,SC,29681,GREENVILLE,(864) 454-6100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,7,,34.723519,-82.263396
420038,PRISMA HEALTH LAURENS COUNTY HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,LAURENS,(864) 833-9100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,4,0,4,0,,8,3,1,2,0,,11,7,0,6,1,,8,8,,12,6,,34.48123415,-81.940388325
420043,CHEROKEE MEDICAL CENTER,1530 N LIMESTONE ST,GAFFNEY,SC,29340,CHEROKEE,(864) 487-4271,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,4,,35.09011135,-81.63438790217751
420048,KERSHAWHEALTH,1315 ROBERTS STREET,CAMDEN,SC,29020,KERSHAW,(803) 432-4311,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,4,0,4,0,,11,9,0,9,0,,8,8,,12,8,,34.25326805,-80.5908766506258
420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,HORRY,(843) 347-8037,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,8,1,7,0,,11,8,0,7,1,,8,8,,12,9,,33.784977850000004,-79.00064338457499
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,(843) 777-2900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,5,2,,8,8,1,5,2,,11,11,0,10,1,,8,8,,12,10,,34.1968,-79.759246
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,NEWBERRY,SC,29108,NEWBERRY,(803) 405-7145,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,4,0,4,0,,8,3,0,3,0,,11,9,0,9,0,,8,8,,12,7,,34.290392,-81.60625
420055,MUSC HEALTH MARION MEDICAL CENTER,2829 E HWY 76,MULLINS,SC,29574,MARION,(843) 431-2000,Acute Care Hospitals,Government - State,Yes,Y,3,,7,5,0,5,0,,8,2,0,2,0,,11,6,0,5,1,,8,8,,12,6,,34.185839,-79.325117
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,CHARLESTON,(843) 402-1006,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,7,0,7,0,,11,8,0,8,0,,8,8,,12,10,,32.808787,-80.042213
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,FLORENCE,(843) 374-2036,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,5,0,5,0,,8,Not Available,5,12,3,,33.88061125,-79.76078596564267
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,BEAUFORT,(843) 522-5200,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,6,0,6,0,,8,7,1,5,1,,11,10,0,10,0,,8,8,,12,10,,32.41680315,-80.68731507468644
420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,29115,ORANGEBURG,(803) 533-2460,Acute Care Hospitals,Government - Local,Yes,Y,1,,7,6,0,6,0,,8,7,0,3,4,,11,10,0,7,3,,8,8,,12,9,,33.496498,-80.862668
420070,PRISMA HEALTH TUOMEY HOSPITAL,129 N WASHINGTON ST,SUMTER,SC,29150,SUMTER,(803) 296-2548,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,5,0,5,0,,8,8,1,7,0,,11,8,1,6,1,,8,8,,12,8,,33.9233581,-80.34290084585247
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,(864) 227-4111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,5,2,,8,8,1,7,0,,11,11,0,10,1,,8,8,,12,8,,34.175039256575516,-82.15765787531528
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,HAMPTON,(803) 943-2771,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,0,4,0,,8,8,,12,5,,32.85289455,-81.09005062063677
420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,LEXINGTON,(803) 791-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,7,0,7,0,,8,8,2,6,0,,11,11,1,8,2,,8,8,,12,9,,34.007030650000004,-81.11383093645188
420078,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,701 GROVE ROAD,GREENVILLE,SC,29605,GREENVILLE,(864) 455-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,4,3,,8,7,4,3,0,,11,10,0,8,2,,8,8,,12,9,,34.8192894,-82.40726252682454
